kind,hr,con,ra,dec,x,y,z,x2,y2,z2,size,r,g,b
milky,0,,135.2233,-48.1862,0.4696,0.3951,-0.7895,0.0000,0.0000,0.0000,13421.8360,0.0018,0.0019,0.0021
milky,0,,269.8455,-43.1942,-0.7290,0.5857,-0.3542,0.0000,0.0000,0.0000,11376.5221,0.0049,0.0052,0.0058
milky,0,,238.4924,-67.5013,-0.3262,0.6889,-0.6473,0.0000,0.0000,0.0000,9233.4679,0.0101,0.0107,0.0118
milky,0,,42.9811,54.0356,0.4004,-0.4725,0.7851,0.0000,0.0000,0.0000,12952.7522,0.0054,0.0057,0.0064
milky,0,,286.7616,0.7616,-0.9574,0.1371,0.2540,0.0000,0.0000,0.0000,14459.5496,0.0115,0.0121,0.0135
milky,0,,220.7021,-61.1180,-0.3150,0.5620,-0.7648,0.0000,0.0000,0.0000,15047.0312,0.0085,0.0090,0.0100
milky,0,,275.9900,-32.2511,-0.8411,0.5029,-0.1992,0.0000,0.0000,0.0000,15964.3241,0.0091,0.0096,0.0107
milky,0,,271.1859,-41.0500,-0.7540,0.5710,-0.3249,0.0000,0.0000,0.0000,12721.2804,0.0056,0.0060,0.0066
milky,0,,288.0486,-14.5752,-0.9202,0.3701,0.1274,0.0000,0.0000,0.0000,15689.5219,0.0053,0.0056,0.0063
milky,0,,241.6160,-51.3692,-0.5492,0.5168,-0.6567,0.0000,0.0000,0.0000,14592.7736,0.0115,0.0121,0.0135
milky,0,,316.7063,49.9703,-0.4411,-0.4152,0.7956,0.0000,0.0000,0.0000,12174.4349,0.0015,0.0016,0.0018
milky,0,,81.9745,34.2007,0.8190,-0.4223,0.3885,0.0000,0.0000,0.0000,11186.2791,0.0026,0.0028,0.0031
milky,0,,343.5841,61.4143,-0.1352,-0.5163,0.8457,0.0000,0.0000,0.0000,11012.2401,0.0047,0.0050,0.0055
milky,0,,165.2754,-56.3222,0.1409,0.4371,-0.8883,0.0000,0.0000,0.0000,10905.6787,0.0058,0.0061,0.0068
milky,0,,88.4767,29.4591,0.8704,-0.4096,0.2731,0.0000,0.0000,0.0000,13651.0012,0.0036,0.0038,0.0042
milky,0,,271.3421,-30.7253,-0.8594,0.4483,-0.2459,0.0000,0.0000,0.0000,12680.5915,0.0090,0.0095,0.0106
milky,0,,190.0822,-60.9497,-0.0850,0.5031,-0.8600,0.0000,0.0000,0.0000,11878.5278,0.0061,0.0065,0.0072
milky,0,,106.8302,2.6597,0.9561,-0.1887,-0.2240,0.0000,0.0000,0.0000,10170.0154,0.0049,0.0052,0.0058
milky,0,,291.0746,18.7916,-0.8834,-0.1008,0.4577,0.0000,0.0000,0.0000,10662.0642,0.0019,0.0020,0.0022
milky,0,,287.5887,10.2887,-0.9379,0.0000,0.3468,0.0000,0.0000,0.0000,10462.5614,0.0031,0.0033,0.0037
milky,0,,253.8883,-48.5467,-0.6360,0.5478,-0.5435,0.0000,0.0000,0.0000,9883.4429,0.0074,0.0078,0.0087
milky,0,,264.5561,-22.8849,-0.9171,0.2883,-0.2752,0.0000,0.0000,0.0000,14180.0896,0.0091,0.0096,0.0107
milky,0,,143.2566,-57.0458,0.3254,0.4948,-0.8058,0.0000,0.0000,0.0000,11251.5792,0.0024,0.0025,0.0028
milky,0,,282.4554,-1.2964,-0.9762,0.1304,0.1732,0.0000,0.0000,0.0000,12293.1614,0.0030,0.0032,0.0035
milky,0,,107.1742,-21.7323,0.8875,0.1761,-0.4258,0.0000,0.0000,0.0000,13746.2309,0.0037,0.0039,0.0043
milky,0,,110.2705,-13.9646,0.9103,0.0337,-0.4125,0.0000,0.0000,0.0000,11841.9505,0.0047,0.0050,0.0055
milky,0,,36.4233,56.0200,0.3318,-0.4792,0.8126,0.0000,0.0000,0.0000,12639.5013,0.0046,0.0048,0.0054
milky,0,,269.0041,-28.6645,-0.8773,0.4033,-0.2601,0.0000,0.0000,0.0000,10930.2134,0.0091,0.0096,0.0107
milky,0,,134.6508,-49.3642,0.4633,0.4147,-0.7832,0.0000,0.0000,0.0000,12811.2740,0.0017,0.0018,0.0020
milky,0,,290.1884,1.4966,-0.9382,0.1553,0.3092,0.0000,0.0000,0.0000,13657.3510,0.0118,0.0125,0.0139
milky,0,,259.7540,-29.4052,-0.8573,0.3410,-0.3857,0.0000,0.0000,0.0000,15294.3261,0.0077,0.0082,0.0091
milky,0,,76.5963,34.2649,0.8039,-0.3839,0.4542,0.0000,0.0000,0.0000,15056.9603,0.0022,0.0023,0.0026
milky,0,,220.5963,-56.6973,-0.3573,0.5017,-0.7878,0.0000,0.0000,0.0000,10542.3977,0.0094,0.0100,0.0111
milky,0,,266.1437,-22.7678,-0.9200,0.2998,-0.2525,0.0000,0.0000,0.0000,15578.7900,0.0089,0.0095,0.0105
milky,0,,4.2505,62.5294,0.0342,-0.5236,0.8513,0.0000,0.0000,0.0000,13203.0610,0.0043,0.0046,0.0051
milky,0,,282.1036,-10.2704,-0.9621,0.2591,0.0850,0.0000,0.0000,0.0000,11160.2790,0.0058,0.0061,0.0068
milky,0,,251.5677,-53.7686,-0.5607,0.5952,-0.5756,0.0000,0.0000,0.0000,9054.9074,0.0103,0.0109,0.0121
milky,0,,111.5851,-16.0990,0.8934,0.0556,-0.4458,0.0000,0.0000,0.0000,9637.9897,0.0042,0.0044,0.0049
milky,0,,122.4059,-24.9444,0.7655,0.1112,-0.6337,0.0000,0.0000,0.0000,10823.5037,0.0039,0.0041,0.0046
milky,0,,310.8448,41.2441,-0.5688,-0.3118,0.7611,0.0000,0.0000,0.0000,9990.1846,0.0040,0.0042,0.0047
milky,0,,329.9353,57.9687,-0.2657,-0.4903,0.8301,0.0000,0.0000,0.0000,14608.4003,0.0030,0.0032,0.0035
milky,0,,286.8396,11.5350,-0.9378,-0.0252,0.3463,0.0000,0.0000,0.0000,9789.8741,0.0030,0.0032,0.0036
milky,0,,296.8063,25.3456,-0.8066,-0.1570,0.5698,0.0000,0.0000,0.0000,14519.7863,0.0053,0.0056,0.0063
milky,0,,283.2535,0.5441,-0.9733,0.1099,0.2014,0.0000,0.0000,0.0000,14177.5940,0.0033,0.0035,0.0038
milky,0,,187.4193,-61.9606,-0.0607,0.5165,-0.8541,0.0000,0.0000,0.0000,14541.1778,0.0063,0.0066,0.0074
milky,0,,129.2727,-30.7367,0.6654,0.1579,-0.7296,0.0000,0.0000,0.0000,13265.8967,0.0048,0.0051,0.0056
milky,0,,286.7191,16.2086,-0.9197,-0.0970,0.3806,0.0000,0.0000,0.0000,11516.9458,0.0081,0.0086,0.0095
milky,0,,134.3735,-34.0273,0.5924,0.1812,-0.7850,0.0000,0.0000,0.0000,15150.9467,0.0044,0.0047,0.0052
milky,0,,292.6439,24.7790,-0.8379,-0.1792,0.5155,0.0000,0.0000,0.0000,15748.1038,0.0053,0.0056,0.0062
milky,0,,274.2251,-5.1618,-0.9932,0.1149,0.0166,0.0000,0.0000,0.0000,11642.3744,0.0062,0.0065,0.0072
milky,0,,133.2382,-44.1517,0.5227,0.3439,-0.7801,0.0000,0.0000,0.0000,13332.7225,0.0027,0.0028,0.0031
milky,0,,255.9568,-49.5398,-0.6295,0.5711,-0.5268,0.0000,0.0000,0.0000,14433.3525,0.0073,0.0078,0.0086
milky,0,,37.1855,62.2022,0.2819,-0.5669,0.7741,0.0000,0.0000,0.0000,15030.3555,0.0042,0.0044,0.0049
milky,0,,271.5466,-49.4929,-0.6493,0.6608,-0.3766,0.0000,0.0000,0.0000,13088.4206,0.0050,0.0053,0.0058
milky,0,,133.7261,-46.1618,0.5005,0.3717,-0.7819,0.0000,0.0000,0.0000,11816.1197,0.0022,0.0023,0.0026
milky,0,,208.1469,-59.6291,-0.2385,0.5099,-0.8265,0.0000,0.0000,0.0000,13801.9680,0.0064,0.0068,0.0075
milky,0,,135.9948,-42.9737,0.5083,0.3132,-0.8022,0.0000,0.0000,0.0000,14836.2281,0.0025,0.0027,0.0030
milky,0,,72.4100,40.9344,0.7201,-0.4440,0.5331,0.0000,0.0000,0.0000,11250.3425,0.0021,0.0022,0.0025
milky,0,,269.8784,-15.1938,-0.9650,0.2236,-0.1367,0.0000,0.0000,0.0000,13427.5748,0.0060,0.0063,0.0070
milky,0,,358.3421,59.7903,-0.0146,-0.4817,0.8762,0.0000,0.0000,0.0000,12709.3012,0.0047,0.0050,0.0056
milky,0,,273.0085,-23.3989,-0.9165,0.3652,-0.1632,0.0000,0.0000,0.0000,10615.7134,0.0082,0.0087,0.0097
milky,0,,306.8028,40.5795,-0.6081,-0.3233,0.7250,0.0000,0.0000,0.0000,14136.6447,0.0048,0.0051,0.0057
milky,0,,317.3890,38.2402,-0.5317,-0.2328,0.8143,0.0000,0.0000,0.0000,9037.7499,0.0037,0.0039,0.0043
milky,0,,275.2127,-7.9425,-0.9863,0.1648,0.0060,0.0000,0.0000,0.0000,14051.2786,0.0054,0.0057,0.0064
milky,0,,275.6150,-34.0887,-0.8242,0.5222,-0.2192,0.0000,0.0000,0.0000,10487.5331,0.0087,0.0092,0.0103
milky,0,,225.4640,-55.1826,-0.4070,0.4975,-0.7661,0.0000,0.0000,0.0000,15387.6579,0.0109,0.0115,0.0128
milky,0,,311.1622,38.0422,-0.5929,-0.2612,0.7617,0.0000,0.0000,0.0000,11205.8491,0.0048,0.0051,0.0057
milky,0,,238.2969,-62.1619,-0.3973,0.6316,-0.6658,0.0000,0.0000,0.0000,9039.7379,0.0115,0.0122,0.0135
milky,0,,302.9363,31.8460,-0.7129,-0.2144,0.6676,0.0000,0.0000,0.0000,13576.9856,0.0062,0.0065,0.0072
milky,0,,289.4183,16.7562,-0.9031,-0.0832,0.4214,0.0000,0.0000,0.0000,12071.1490,0.0022,0.0023,0.0026
milky,0,,256.5387,-46.7946,-0.6658,0.5427,-0.5120,0.0000,0.0000,0.0000,15732.3267,0.0060,0.0064,0.0071
milky,0,,253.3028,-56.9358,-0.5226,0.6376,-0.5660,0.0000,0.0000,0.0000,9830.5116,0.0112,0.0119,0.0132
milky,0,,225.9089,-60.6441,-0.3521,0.5714,-0.7413,0.0000,0.0000,0.0000,15890.7011,0.0098,0.0103,0.0115
milky,0,,188.3916,-58.1536,-0.0770,0.4593,-0.8849,0.0000,0.0000,0.0000,12241.2545,0.0063,0.0066,0.0074
milky,0,,216.3913,-58.2561,-0.3121,0.5108,-0.8010,0.0000,0.0000,0.0000,13864.0747,0.0081,0.0086,0.0095
milky,0,,258.2950,-51.1582,-0.6141,0.6021,-0.5102,0.0000,0.0000,0.0000,10112.5916,0.0076,0.0080,0.0089
milky,0,,282.3875,-4.1012,-0.9742,0.1715,0.1466,0.0000,0.0000,0.0000,9445.7311,0.0026,0.0027,0.0031
milky,0,,279.1480,-0.8728,-0.9872,0.0949,0.1284,0.0000,0.0000,0.0000,13832.4837,0.0094,0.0100,0.0111
milky,0,,256.7590,-16.0828,-0.9353,0.1241,-0.3313,0.0000,0.0000,0.0000,9570.5775,0.0088,0.0093,0.0103
milky,0,,210.3424,-67.5660,-0.1928,0.6227,-0.7584,0.0000,0.0000,0.0000,15618.6288,0.0062,0.0065,0.0072
milky,0,,88.2282,22.8496,0.9211,-0.3182,0.2244,0.0000,0.0000,0.0000,10124.5825,0.0035,0.0037,0.0041
milky,0,,91.8772,26.5830,0.8938,-0.3987,0.2054,0.0000,0.0000,0.0000,9946.8766,0.0036,0.0038,0.0043
milky,0,,108.6994,-12.4464,0.9250,0.0235,-0.3794,0.0000,0.0000,0.0000,13502.1430,0.0052,0.0055,0.0061
milky,0,,248.0344,-57.4381,-0.4991,0.6187,-0.6066,0.0000,0.0000,0.0000,9130.9693,0.0119,0.0126,0.0141
milky,0,,285.9895,13.3387,-0.9354,-0.0597,0.3486,0.0000,0.0000,0.0000,15563.3971,0.0095,0.0101,0.0112
milky,0,,279.0551,0.2389,-0.9875,0.0775,0.1371,0.0000,0.0000,0.0000,13721.1317,0.0099,0.0105,0.0117
milky,0,,6.8063,57.5411,0.0636,-0.4488,0.8914,0.0000,0.0000,0.0000,10838.7700,0.0042,0.0045,0.0050
milky,0,,96.6427,10.7240,0.9759,-0.2180,-0.0016,0.0000,0.0000,0.0000,10126.5193,0.0021,0.0023,0.0025
milky,0,,281.1468,-31.5646,-0.8360,0.5335,-0.1284,0.0000,0.0000,0.0000,11946.6678,0.0091,0.0097,0.0108
milky,0,,257.2526,-39.2276,-0.7555,0.4540,-0.4722,0.0000,0.0000,0.0000,14490.3623,0.0047,0.0049,0.0055
milky,0,,258.4471,-36.4578,-0.7880,0.4264,-0.4441,0.0000,0.0000,0.0000,13550.9409,0.0052,0.0055,0.0061
milky,0,,194.4221,-61.2128,-0.1199,0.5110,-0.8512,0.0000,0.0000,0.0000,12755.6966,0.0059,0.0062,0.0069
milky,0,,271.8218,-8.4169,-0.9887,0.1417,-0.0484,0.0000,0.0000,0.0000,10045.1394,0.0050,0.0053,0.0058
milky,0,,301.5045,29.4152,-0.7427,-0.1865,0.6431,0.0000,0.0000,0.0000,15269.4959,0.0060,0.0063,0.0070
milky,0,,281.3254,-28.2700,-0.8636,0.4951,-0.0957,0.0000,0.0000,0.0000,14750.7898,0.0085,0.0090,0.0100
milky,0,,182.1252,-60.0921,-0.0185,0.4864,-0.8735,0.0000,0.0000,0.0000,14642.2119,0.0066,0.0070,0.0078
milky,0,,260.2324,-8.4436,-0.9748,0.0394,-0.2195,0.0000,0.0000,0.0000,14959.0370,0.0056,0.0059,0.0066
milky,0,,282.7921,-17.8852,-0.9281,0.3718,0.0224,0.0000,0.0000,0.0000,12078.3746,0.0050,0.0053,0.0059
milky,0,,288.6739,7.7591,-0.9387,0.0477,0.3415,0.0000,0.0000,0.0000,14735.3422,0.0033,0.0035,0.0039
milky,0,,124.4285,-35.0399,0.6753,0.2537,-0.6925,0.0000,0.0000,0.0000,11115.7449,0.0048,0.0051,0.0057
milky,0,,198.1519,-60.9413,-0.1513,0.5116,-0.8458,0.0000,0.0000,0.0000,12780.8876,0.0058,0.0061,0.0068
milky,0,,84.7114,33.7073,0.8283,-0.4362,0.3515,0.0000,0.0000,0.0000,11622.1892,0.0029,0.0031,0.0034
milky,0,,229.5145,-55.5204,-0.4306,0.5173,-0.7396,0.0000,0.0000,0.0000,15124.7074,0.0116,0.0123,0.0136
milky,0,,262.4982,-53.1425,-0.5947,0.6455,-0.4792,0.0000,0.0000,0.0000,9901.3075,0.0077,0.0082,0.0091
milky,0,,290.8118,21.4867,-0.8698,-0.1437,0.4720,0.0000,0.0000,0.0000,13856.6031,0.0057,0.0060,0.0067
milky,0,,290.8351,0.3357,-0.9346,0.1782,0.3079,0.0000,0.0000,0.0000,14282.5605,0.0117,0.0124,0.0138
milky,0,,349.6664,58.2542,-0.0944,-0.4623,0.8817,0.0000,0.0000,0.0000,12539.1873,0.0048,0.0051,0.0057
milky,0,,48.8560,57.7197,0.4022,-0.5437,0.7366,0.0000,0.0000,0.0000,10626.5032,0.0056,0.0059,0.0066
milky,0,,253.4230,-26.1280,-0.8605,0.2456,-0.4464,0.0000,0.0000,0.0000,11901.9335,0.0075,0.0079,0.0088
milky,0,,254.9407,-39.6235,-0.7438,0.4436,-0.5000,0.0000,0.0000,0.0000,14264.9900,0.0047,0.0049,0.0055
milky,0,,311.0407,40.6886,-0.5719,-0.3024,0.7625,0.0000,0.0000,0.0000,15354.0084,0.0041,0.0044,0.0049
milky,0,,279.8123,-22.5367,-0.9101,0.4096,-0.0625,0.0000,0.0000,0.0000,15983.0647,0.0068,0.0072,0.0080
milky,0,,297.2916,37.4185,-0.7058,-0.3333,0.6251,0.0000,0.0000,0.0000,15590.8123,0.0061,0.0065,0.0072
milky,0,,10.8497,63.2369,0.0848,-0.5376,0.8390,0.0000,0.0000,0.0000,9300.5059,0.0039,0.0041,0.0046
milky,0,,93.6208,18.0101,0.9491,-0.2960,0.1078,0.0000,0.0000,0.0000,10619.2647,0.0026,0.0027,0.0030
milky,0,,290.2980,-16.0982,-0.9011,0.4093,0.1429,0.0000,0.0000,0.0000,14793.6484,0.0052,0.0055,0.0061
milky,0,,314.7650,35.3118,-0.5794,-0.1995,0.7903,0.0000,0.0000,0.0000,9351.3603,0.0049,0.0052,0.0058
milky,0,,113.8510,-9.3604,0.9024,-0.0661,-0.4258,0.0000,0.0000,0.0000,10815.0957,0.0052,0.0055,0.0062
milky,0,,274.4218,-17.4764,-0.9510,0.2953,-0.0916,0.0000,0.0000,0.0000,10324.5265,0.0018,0.0019,0.0021
milky,0,,265.6348,-32.5516,-0.8405,0.4282,-0.3321,0.0000,0.0000,0.0000,11594.7080,0.0078,0.0083,0.0092
milky,0,,295.3053,27.8770,-0.7991,-0.2062,0.5647,0.0000,0.0000,0.0000,13636.8909,0.0055,0.0058,0.0064
milky,0,,300.1511,39.2943,-0.6692,-0.3426,0.6594,0.0000,0.0000,0.0000,10274.8781,0.0058,0.0061,0.0068
milky,0,,292.6658,10.5318,-0.9072,0.0385,0.4189,0.0000,0.0000,0.0000,15163.1732,0.0092,0.0098,0.0109
milky,0,,78.3550,44.0462,0.7040,-0.5212,0.4824,0.0000,0.0000,0.0000,12154.5810,0.0021,0.0022,0.0024
milky,0,,155.6181,-54.8497,0.2377,0.4308,-0.8706,0.0000,0.0000,0.0000,10021.9202,0.0038,0.0040,0.0045
milky,0,,259.1171,-30.5102,-0.8460,0.3514,-0.4009,0.0000,0.0000,0.0000,15451.5870,0.0072,0.0077,0.0085
milky,0,,75.4213,30.6551,0.8326,-0.3255,0.4482,0.0000,0.0000,0.0000,13407.3019,0.0026,0.0027,0.0030
milky,0,,263.5923,-41.3367,-0.7462,0.5230,-0.4120,0.0000,0.0000,0.0000,10537.5449,0.0048,0.0051,0.0056
milky,0,,258.2870,-40.9253,-0.7398,0.4825,-0.4689,0.0000,0.0000,0.0000,14087.8524,0.0046,0.0049,0.0055
milky,0,,293.3857,19.1828,-0.8669,-0.0886,0.4906,0.0000,0.0000,0.0000,11392.4455,0.0018,0.0019,0.0021
milky,0,,320.9112,56.1717,-0.3510,-0.4895,0.7982,0.0000,0.0000,0.0000,15156.8892,0.0018,0.0019,0.0021
milky,0,,321.2711,53.2783,-0.3741,-0.4468,0.8127,0.0000,0.0000,0.0000,14705.4763,0.0015,0.0016,0.0018
milky,0,,210.5887,-64.0350,-0.2228,0.5765,-0.7861,0.0000,0.0000,0.0000,15421.6883,0.0064,0.0068,0.0075
milky,0,,125.3418,-32.1721,0.6905,0.2042,-0.6939,0.0000,0.0000,0.0000,14258.4375,0.0048,0.0051,0.0056
milky,0,,274.8180,-25.8772,-0.8966,0.4130,-0.1600,0.0000,0.0000,0.0000,15619.1047,0.0087,0.0092,0.0102
milky,0,,24.7638,66.2819,0.1685,-0.5967,0.7846,0.0000,0.0000,0.0000,9181.6689,0.0035,0.0037,0.0041
milky,0,,110.9009,-18.3482,0.8867,0.0954,-0.4524,0.0000,0.0000,0.0000,14676.4683,0.0039,0.0041,0.0046
milky,0,,255.0751,-42.6342,-0.7109,0.4830,-0.5113,0.0000,0.0000,0.0000,10698.0220,0.0050,0.0053,0.0059
milky,0,,277.2337,-8.0882,-0.9822,0.1848,0.0344,0.0000,0.0000,0.0000,11736.6855,0.0017,0.0018,0.0020
milky,0,,259.4266,-57.6502,-0.5260,0.6736,-0.5193,0.0000,0.0000,0.0000,14677.5542,0.0105,0.0112,0.0124
milky,0,,300.3372,29.3693,-0.7521,-0.1937,0.6299,0.0000,0.0000,0.0000,10353.8632,0.0059,0.0062,0.0069
milky,0,,328.7458,52.2200,-0.3179,-0.4077,0.8560,0.0000,0.0000,0.0000,9935.3172,0.0020,0.0021,0.0023
milky,0,,277.9765,-9.2682,-0.9774,0.2086,0.0344,0.0000,0.0000,0.0000,12529.7734,0.0016,0.0017,0.0019
milky,0,,124.7962,-34.1004,0.6800,0.2372,-0.6938,0.0000,0.0000,0.0000,12454.3220,0.0048,0.0051,0.0057
milky,0,,293.2374,13.0388,-0.8952,0.0046,0.4457,0.0000,0.0000,0.0000,15439.9250,0.0080,0.0085,0.0094
milky,0,,70.5206,48.6346,0.6230,-0.5298,0.5754,0.0000,0.0000,0.0000,11566.0893,0.0036,0.0038,0.0042
milky,0,,272.6339,-30.3225,-0.8623,0.4532,-0.2260,0.0000,0.0000,0.0000,11694.6204,0.0091,0.0097,0.0107
milky,0,,116.6073,-21.1778,0.8337,0.0946,-0.5440,0.0000,0.0000,0.0000,15175.4489,0.0034,0.0036,0.0040
milky,0,,295.6965,20.3931,-0.8446,-0.0894,0.5278,0.0000,0.0000,0.0000,10145.2449,0.0016,0.0017,0.0019
milky,0,,283.5196,-3.8583,-0.9701,0.1778,0.1653,0.0000,0.0000,0.0000,11751.0868,0.0027,0.0029,0.0032
milky,0,,90.0444,9.4170,0.9865,-0.1406,0.0836,0.0000,0.0000,0.0000,12620.1018,0.0021,0.0022,0.0024
milky,0,,118.7386,-30.4223,0.7561,0.2205,-0.6162,0.0000,0.0000,0.0000,15661.5878,0.0043,0.0046,0.0051
milky,0,,269.2049,-13.4412,-0.9725,0.1923,-0.1313,0.0000,0.0000,0.0000,11192.1395,0.0055,0.0059,0.0065
milky,0,,137.0652,-42.3140,0.5037,0.2982,-0.8108,0.0000,0.0000,0.0000,12162.0596,0.0025,0.0027,0.0030
milky,0,,51.6760,59.7912,0.3947,-0.5801,0.7125,0.0000,0.0000,0.0000,10934.5292,0.0056,0.0059,0.0066
milky,0,,80.0478,45.5413,0.6899,-0.5495,0.4714,0.0000,0.0000,0.0000,10279.6039,0.0021,0.0023,0.0025
milky,0,,285.1078,9.0261,-0.9535,-0.0019,0.3014,0.0000,0.0000,0.0000,9714.5256,0.0034,0.0036,0.0040
milky,0,,78.0504,42.0980,0.7259,-0.4955,0.4770,0.0000,0.0000,0.0000,10342.4929,0.0020,0.0021,0.0023
milky,0,,319.5064,49.5834,-0.4210,-0.3987,0.8147,0.0000,0.0000,0.0000,10851.8284,0.0014,0.0015,0.0017
milky,0,,247.7714,-21.0021,-0.8642,0.1253,-0.4873,0.0000,0.0000,0.0000,12491.8672,0.0078,0.0082,0.0091
milky,0,,314.8936,35.6551,-0.5756,-0.2043,0.7918,0.0000,0.0000,0.0000,12238.2978,0.0048,0.0051,0.0056
milky,0,,92.5046,27.9877,0.8822,-0.4221,0.2086,0.0000,0.0000,0.0000,10491.3165,0.0037,0.0039,0.0043
milky,0,,322.8384,49.3584,-0.3934,-0.3831,0.8357,0.0000,0.0000,0.0000,14909.2338,0.0014,0.0015,0.0016
milky,0,,298.5997,35.9599,-0.7107,-0.3038,0.6346,0.0000,0.0000,0.0000,14224.2494,0.0062,0.0065,0.0072
milky,0,,111.0170,-11.4696,0.9148,-0.0106,-0.4037,0.0000,0.0000,0.0000,14024.7404,0.0051,0.0054,0.0060
milky,0,,150.0335,-57.3183,0.2697,0.4805,-0.8345,0.0000,0.0000,0.0000,15626.6881,0.0034,0.0036,0.0040
milky,0,,124.3603,-34.7481,0.6783,0.2497,-0.6911,0.0000,0.0000,0.0000,15202.2752,0.0048,0.0051,0.0057
milky,0,,156.8705,-54.7611,0.2266,0.4268,-0.8755,0.0000,0.0000,0.0000,10985.3377,0.0040,0.0043,0.0047
milky,0,,268.1495,-28.5630,-0.8778,0.3952,-0.2706,0.0000,0.0000,0.0000,14313.1764,0.0091,0.0096,0.0107
milky,0,,333.6593,61.0752,-0.2146,-0.5270,0.8223,0.0000,0.0000,0.0000,13062.6296,0.0039,0.0041,0.0046
milky,0,,307.4991,34.1018,-0.6569,-0.2210,0.7208,0.0000,0.0000,0.0000,11153.3543,0.0060,0.0063,0.0070
milky,0,,278.9016,-41.6800,-0.7379,0.6295,-0.2434,0.0000,0.0000,0.0000,14188.9875,0.0064,0.0068,0.0076
milky,0,,239.6364,-54.0689,-0.5063,0.5413,-0.6713,0.0000,0.0000,0.0000,14999.9613,0.0122,0.0129,0.0143
milky,0,,283.2822,1.6078,-0.9729,0.0942,0.2113,0.0000,0.0000,0.0000,13488.5672,0.0034,0.0036,0.0040
milky,0,,245.3412,-29.3607,-0.7921,0.2330,-0.5642,0.0000,0.0000,0.0000,13607.7448,0.0048,0.0051,0.0057
milky,0,,145.2623,-59.2784,0.2911,0.5207,-0.8026,0.0000,0.0000,0.0000,9619.1438,0.0031,0.0033,0.0037
milky,0,,126.0029,-38.5098,0.6330,0.2968,-0.7150,0.0000,0.0000,0.0000,11278.0486,0.0045,0.0048,0.0053
milky,0,,68.1550,46.4907,0.6390,-0.4897,0.5931,0.0000,0.0000,0.0000,15828.5641,0.0035,0.0037,0.0041
milky,0,,236.7858,-49.5626,-0.5427,0.4694,-0.6965,0.0000,0.0000,0.0000,11633.4492,0.0118,0.0125,0.0139
milky,0,,164.3029,-53.5066,0.1609,0.3942,-0.9048,0.0000,0.0000,0.0000,12826.6999,0.0052,0.0055,0.0062
milky,0,,95.2852,24.2747,0.9077,-0.3956,0.1398,0.0000,0.0000,0.0000,12906.1241,0.0033,0.0035,0.0039
milky,0,,264.1807,-30.5916,-0.8564,0.3913,-0.3369,0.0000,0.0000,0.0000,9939.1978,0.0082,0.0087,0.0096
milky,0,,203.2018,-62.1784,-0.1839,0.5371,-0.8232,0.0000,0.0000,0.0000,12165.4489,0.0059,0.0062,0.0069
milky,0,,80.4233,35.3838,0.8039,-0.4265,0.4145,0.0000,0.0000,0.0000,15141.2504,0.0023,0.0025,0.0028
milky,0,,265.7462,-12.4771,-0.9737,0.1479,-0.1734,0.0000,0.0000,0.0000,9325.8073,0.0058,0.0062,0.0069
milky,0,,279.2831,-4.9709,-0.9832,0.1570,0.0931,0.0000,0.0000,0.0000,11857.9151,0.0022,0.0024,0.0026
milky,0,,225.0787,-56.5605,-0.3902,0.5149,-0.7633,0.0000,0.0000,0.0000,14972.8535,0.0105,0.0111,0.0124
milky,0,,247.9013,-32.7625,-0.7791,0.3009,-0.5499,0.0000,0.0000,0.0000,12723.9148,0.0047,0.0050,0.0055
milky,0,,181.4210,-62.7055,-0.0114,0.5256,-0.8506,0.0000,0.0000,0.0000,9776.6518,0.0066,0.0070,0.0078
milky,0,,68.3394,50.3416,0.5931,-0.5386,0.5984,0.0000,0.0000,0.0000,13165.8754,0.0043,0.0045,0.0050
milky,0,,288.4841,15.9504,-0.9119,-0.0786,0.4028,0.0000,0.0000,0.0000,15675.6644,0.0023,0.0025,0.0028
milky,0,,236.0265,-50.1792,-0.5311,0.4740,-0.7023,0.0000,0.0000,0.0000,15645.4892,0.0120,0.0127,0.0141
milky,0,,127.6708,-35.8752,0.6414,0.2473,-0.7263,0.0000,0.0000,0.0000,11563.3400,0.0047,0.0049,0.0055
milky,0,,219.2153,-60.5859,-0.3105,0.5507,-0.7748,0.0000,0.0000,0.0000,14872.8007,0.0083,0.0088,0.0098
milky,0,,276.8198,-23.1321,-0.9131,0.3930,-0.1087,0.0000,0.0000,0.0000,9772.5273,0.0075,0.0080,0.0088
milky,0,,281.1483,-10.2247,-0.9655,0.2502,0.0717,0.0000,0.0000,0.0000,9071.4264,0.0056,0.0060,0.0066
milky,0,,109.5043,-6.7931,0.9360,-0.0694,-0.3451,0.0000,0.0000,0.0000,9901.9495,0.0059,0.0062,0.0069
milky,0,,111.2172,-6.0616,0.9270,-0.0948,-0.3629,0.0000,0.0000,0.0000,13730.8773,0.0059,0.0062,0.0069
milky,0,,306.8982,37.9277,-0.6308,-0.2830,0.7225,0.0000,0.0000,0.0000,13653.3417,0.0054,0.0057,0.0064
milky,0,,134.6153,-38.2788,0.5588,0.2470,-0.7917,0.0000,0.0000,0.0000,11794.7810,0.0037,0.0039,0.0043
milky,0,,177.5065,-57.8388,0.0232,0.4517,-0.8918,0.0000,0.0000,0.0000,13952.6226,0.0068,0.0072,0.0080
